urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
63.0,6.7 İnç,Super AMOLED,FHD+,120 Hz,5000 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,12 MP,8 Çekirdek,4 nm,655.200 Puan,8 GB,256 GB,7.4 mm,195 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
76.0,6.67 İnç,AMOLED,FHD+,120 Hz,6000 mAh,Var,90 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,20 MP,8 Çekirdek,4 nm,1.700.100 Puan,12 GB,512 GB,8.29 mm,195 Gram,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,6.0,Var,Android,Var
83.0,6.7 İnç,AMOLED,FHD+,120 Hz,6000 mAh,Var,100 W,Var,200 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,8 Çekirdek,4 nm,1.902.700 Puan,12 GB,512 GB,8.1 mm,205 Gram,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
87.0,6.9 İnç,Dynamic AMOLED,QHD+,120 Hz,5000 mAh,Var,45 W,Var,200 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,3 nm,2.551.600 Puan,12 GB,256 GB,8.2 mm,218 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
82.0,6.2 İnç,Dynamic AMOLED,FHD+,120 Hz,4000 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,3 nm,2.193.700 Puan,12 GB,256 GB,7.2 mm,162 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
94.0,6.31 İnç,AMOLED,FHD+,120 Hz,6040 mAh,Var,90 W,Var,200 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,8 Çekirdek,3 nm,2.554.000 Puan,16 GB,512 GB,7.95 mm,190 Gram,Cam,Var,Var,Var,Var,Var,6.0,Var,Android,Var
72.0,6.1 İnç,OLED,FHD+,60 Hz,4005 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.405.700 Puan,8 GB,128 GB,7.8 mm,167 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
79.0,6.7 İnç,Dynamic AMOLED,QHD+,120 Hz,4900 mAh,Var,45 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,10 Çekirdek,4 nm,1.827.100 Puan,12 GB,256 GB,7.7 mm,196 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
75.0,6.2 İnç,Dynamic AMOLED,FHD+,120 Hz,4000 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,10 Çekirdek,4 nm,1.851.600 Puan,8 GB,256 GB,7.6 mm,167 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
48.0,6.9 İnç,IPS LCD,HD+,120 Hz,6000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,274.600 Puan,8 GB,256 GB,7.99 mm,205 Gram,,Yok,Var,Var,Var,Var,5.4,Var,Android,Var
88.0,6.9 İnç,OLED,FHD+,120 Hz,4685 mAh,Var,30 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.949.200 Puan,8 GB,256 GB,8.25 mm,227 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
59.0,6.7 İnç,Super AMOLED,FHD+,120 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,13 MP,8 Çekirdek,5 nm,599.200 Puan,8 GB,256 GB,7.7 mm,200 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
83.0,6.8 İnç,Dynamic AMOLED,QHD+,120 Hz,5000 mAh,Var,45 W,Var,200 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,4 nm,2.019.200 Puan,12 GB,256 GB,8.6 mm,232 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
66.0,6.79 İnç,AMOLED,FHD+,120 Hz,7500 mAh,Var,66 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,754.200 Puan,8 GB,256 GB,7.76 mm,189 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Var
42.0,6.7 İnç,PLS,HD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,6 nm,394.400 Puan,4 GB,128 GB,7.6 mm,184 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Yok,Android,Var
88.0,6.9 İnç,Dynamic AMOLED,QHD+,120 Hz,5000 mAh,Var,45 W,Var,200 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,3 nm,2.551.600 Puan,12 GB,512 GB,8.2 mm,218 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
73.0,6.67 İnç,AMOLED,FHD+,120 Hz,6000 mAh,Var,90 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,20 MP,8 Çekirdek,4 nm,1.700.100 Puan,8 GB,256 GB,8.29 mm,195 Gram,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,6.0,Var,Android,Var
55.0,6.7 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,1080p (Full HD),30 fps,13 MP,8 Çekirdek,5 nm,463.100 Puan,8 GB,256 GB,7.5 mm,192 Gram,,Var,Var,Var,Var,Var,5.3,Var,Android,Var
71.0,6.1 İnç,OLED,FHD+,60 Hz,3349 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,4 nm,1.753.700 Puan,6 GB,256 GB,7.8 mm,171 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
84.0,6.3 İnç,OLED,FHD+,120 Hz,3582 mAh,Var,25 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.853.700 Puan,8 GB,128 GB,8.25 mm,199 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
86.0,6.7 İnç,Dynamic AMOLED,QHD+,120 Hz,4900 mAh,Var,45 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,3 nm,2.258.900 Puan,12 GB,256 GB,7.3 mm,190 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
57.0,6.7 İnç,Super AMOLED,FHD+,120 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,13 MP,8 Çekirdek,5 nm,583.300 Puan,6 GB,128 GB,7.7 mm,200 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
79.0,6.83 İnç,AMOLED,FHD+,120 Hz,5500 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,4 nm,1.640.700 Puan,12 GB,256 GB,7.5 mm,194 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,6.0,Var,Android,Var
83.0,6.7 İnç,OLED,FHD+,120 Hz,4441 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.740.400 Puan,8 GB,256 GB,8.25 mm,221 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
96.0,6.78 İnç,AMOLED,FHD+,120 Hz,6510 mAh,Var,90 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,50 MP,8 Çekirdek,3 nm,2.982.900 Puan,16 GB,512 GB,7.99 mm,226 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
100.0,6.78 İnç,AMOLED,FHD+,165 Hz,7300 mAh,Var,120 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,8 Çekirdek,3 nm,2.790.200 Puan,16 GB,512 GB,8.2 mm,215 Gram,,Var,Var,Var,Var,Var,6.0,Var,Android,Var
92.0,6.8 İnç,OLED,FHD+,120 Hz,5850 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,8 Çekirdek,3 nm,2.727.900 Puan,12 GB,512 GB,8.8 mm,223 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
91.0,6.9 İnç,OLED,FHD+,120 Hz,4832 mAh,Var,40 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,6 Çekirdek,3 nm,2.697.900 Puan,12 GB,512 GB,8.75 mm,231 Gram,Cam,Var,Var,Var,Var,Var,6.0,Var,iOS,Var
81.0,6.5 İnç,OLED,FHD+,120 Hz,3149 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,6 Çekirdek,3 nm,2.123.800 Puan,12 GB,256 GB,5.64 mm,165 Gram,Cam,Var,Var,Var,Var,Var,6.0,Var,iOS,Var
81.0,6.2 İnç,Dynamic AMOLED,FHD+,120 Hz,4000 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,3 nm,2.193.700 Puan,12 GB,128 GB,7.2 mm,162 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
53.0,6.9 İnç,IPS LCD,FHD+,144 Hz,7000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,6 nm,372.100 Puan,8 GB,256 GB,8.4 mm,214 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
80.0,6.83 İnç,AMOLED,FHD+,120 Hz,5500 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,4 nm,1.640.700 Puan,12 GB,512 GB,7.5 mm,194 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,6.0,Var,Android,Var
56.0,6.67 İnç,AMOLED,FHD+,120 Hz,5500 mAh,Var,33 W,Yok,108 MP,Yok,1080p (Full HD),60 fps,20 MP,8 Çekirdek,6 nm,443.500 Puan,8 GB,256 GB,8.16 mm,196.5 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
61.0,6.7 İnç,Super AMOLED,FHD+,120 Hz,5000 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,12 MP,8 Çekirdek,4 nm,655.200 Puan,8 GB,128 GB,7.4 mm,195 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
79.0,6.1 İnç,OLED,FHD+,120 Hz,3274 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.791.300 Puan,8 GB,128 GB,8.25 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
63.0,6.67 İnç,AMOLED,FHD+,120 Hz,5100 mAh,Var,67 W,Yok,200 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,581.500 Puan,8 GB,256 GB,7.98 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
94.0,6.73 İnç,AMOLED,QHD+,120 Hz,5410 mAh,Var,90 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,8 Çekirdek,3 nm,2.661.600 Puan,16 GB,512 GB,9.48 mm,226 Gram,,Var,Var,Var,Var,Var,6.0,Var,Android,Var
82.0,6.7 İnç,Dynamic AMOLED,QHD+,120 Hz,3900 mAh,Var,25 W,Var,200 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,3 nm,2.161.200 Puan,12 GB,256 GB,5.8 mm,163 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
73.0,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,4700 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,10 Çekirdek,4 nm,1.832.742 Puan,8 GB,256 GB,8 mm,213 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
90.0,6.36 İnç,AMOLED,FHD+,120 Hz,5240 mAh,Var,90 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,8 Çekirdek,3 nm,2.692.300 Puan,12 GB,512 GB,8.08 mm,191 Gram,,Var,Var,Var,Var,Var,6.0,Var,Android,Var
63.0,6.78 İnç,AMOLED,FHD+,144 Hz,5200 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,8 Çekirdek,4 nm,733.500 Puan,8 GB,256 GB,7.29 mm,178 Gram,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
53.0,6.7 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,1080p (Full HD),30 fps,13 MP,8 Çekirdek,5 nm,445.300 Puan,6 GB,128 GB,7.5 mm,192 Gram,,Var,Var,Var,Var,Var,5.3,Var,Android,Var
65.0,6.4 İnç,Dynamic AMOLED,FHD+,120 Hz,4500 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,5 nm,955.800 Puan,8 GB,128 GB,7.9 mm,177 Gram,Polimer (Cam Görünümlü),Var,Var,Var,Var,Var,5.0,Var,Android,Var
67.0,6.55 İnç,AMOLED,FHD+,120 Hz,6000 mAh,Var,80 W,Yok,200 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,8 Çekirdek,4 nm,838.600 Puan,8 GB,256 GB,7.3 mm,184 Gram,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
57.0,6.78 İnç,AMOLED,FHD+,144 Hz,5160 mAh,Var,45 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,13 MP,8 Çekirdek,6 nm,449.900 Puan,8 GB,256 GB,6.09 mm,156 Gram,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
77.0,6.7 İnç,OLED,FHD+,60 Hz,4674 mAh,Var,30 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.572.700 Puan,8 GB,128 GB,7.8 mm,199 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
69.0,6.55 İnç,AMOLED,FHD+,120 Hz,6000 mAh,Var,80 W,Yok,200 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,8 Çekirdek,4 nm,848.100 Puan,12 GB,256 GB,7.3 mm,184 Gram,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
76.0,6.67 İnç,AMOLED,FHD+,144 Hz,5000 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,4 nm,1.359.000 Puan,12 GB,512 GB,7.8 mm,195 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
78.0,6.8 İnç,Dynamic AMOLED,QHD+,120 Hz,5000 mAh,Var,45 W,Var,200 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,4 nm,1.542.300 Puan,8 GB,256 GB,8.9 mm,233 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
63.0,6.67 İnç,AMOLED,FHD+,120 Hz,5500 mAh,Var,45 W,Yok,200 MP,Var,1080p (Full HD),60 fps,32 MP,8 Çekirdek,6 nm,452.700 Puan,12 GB,512 GB,8.24 mm,180 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
48.0,6.7 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,387.400 Puan,4 GB,128 GB,7.9 mm,200 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
76.0,6.59 İnç,AMOLED,FHD+,120 Hz,6000 mAh,Var,80 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,8 Çekirdek,4 nm,1.384.000 Puan,12 GB,256 GB,7.42 mm,187 Gram,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
64.0,6.7 İnç,Super AMOLED,FHD+,120 Hz,5000 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,12 MP,8 Çekirdek,4 nm,910.500 Puan,8 GB,128 GB,7.4 mm,198 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
93.0,6.9 İnç,AMOLED,FHD+,120 Hz,6500 mAh,Var,100 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,8 Çekirdek,3 nm,2.720.000 Puan,12 GB,256 GB,8.05 mm,220 Gram,,Var,Var,Var,Var,Var,6.0,Var,Android,Var
73.0,6.2 İnç,Dynamic AMOLED,FHD+,120 Hz,4000 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,10 Çekirdek,4 nm,1.588.900 Puan,8 GB,128 GB,7.6 mm,167 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
89.0,6.85 İnç,AMOLED,FHD+,144 Hz,7500 mAh,Var,80 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,8 Çekirdek,3 nm,2.974.500 Puan,12 GB,256 GB,8.9 mm,230 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
66.0,6.1 İnç,OLED,FHD+,60 Hz,3279 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.381.900 Puan,6 GB,128 GB,7.8 mm,172 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
65.0,6.4 İnç,Dynamic AMOLED,FHD+,120 Hz,4500 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,5 nm,941.400 Puan,8 GB,128 GB,7.9 mm,177 Gram,Polimer (Cam Görünümlü),Var,Var,Var,Var,Var,5.0,Var,Android,Var
81.0,6.31 İnç,AMOLED,FHD+,120 Hz,6500 mAh,Var,90 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,8 Çekirdek,4 nm,1.939.800 Puan,12 GB,256 GB,7.99 mm,186 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
69.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,120 W,Yok,200 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,742.500 Puan,12 GB,512 GB,8.9 mm,204.5 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
60.0,6.57 İnç,AMOLED,FHD+,120 Hz,7000 mAh,Var,80 W,Yok,50 MP,Yok,1080p (Full HD),60 fps,16 MP,8 Çekirdek,6 nm,428.000 Puan,8 GB,256 GB,8 mm,188 Gram,,Yok,Var,Var,Var,Var,5.4,Var,Android,Var
60.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,6 nm,599.600 Puan,8 GB,256 GB,7.87 mm,190 Gram,Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Var
96.0,6.9 İnç,AMOLED,FHD+,120 Hz,6500 mAh,Var,100 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,8 Çekirdek,3 nm,2.964.400 Puan,16 GB,512 GB,8.05 mm,220 Gram,,Var,Var,Var,Var,Var,6.0,Var,Android,Var
95.0,6.85 İnç,AMOLED,FHD+,144 Hz,7200 mAh,Var,80 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,8 Çekirdek,3 nm,2.941.800 Puan,16 GB,512 GB,8.6 mm,227 Gram,Cam,Var,Var,Var,Var,Var,6.0,Var,Android,Var
90.0,6.3 İnç,OLED,FHD+,120 Hz,3988 mAh,Var,40 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,6 Çekirdek,3 nm,2.430.600 Puan,12 GB,512 GB,8.75 mm,204 Gram,Cam,Var,Var,Var,Var,Var,6.0,Var,iOS,Var
50.0,6.7 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,428.100 Puan,4 GB,128 GB,7.5 mm,190 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
83.0,6.67 İnç,AMOLED,FHD+,144 Hz,5000 mAh,Var,120 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,32 MP,8 Çekirdek,4 nm,2.017.000 Puan,12 GB,512 GB,8.39 mm,209 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
69.0,6.67 İnç,AMOLED,FHD+,120 Hz,5110 mAh,Var,120 W,Yok,200 MP,Var,2160p (Ultra HD) 4K,30 fps,20 MP,8 Çekirdek,4 nm,750.300 Puan,12 GB,512 GB,8.75 mm,210 Gram,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
